label,ann_ret,ann_vol,sharpe,sortino,max_dd,calmar
Regime-Shift Strategy,0.06861196255164922,0.12690790684646952,0.3420745297152218,0.45480452344689065,-0.2479067224361922,0.27676523604279835
60/40 Benchmark,0.07066308741391727,0.11423685589094601,0.3979721523263712,0.5015886058549269,-0.3460560293587477,0.20419551003014777
Equal Weight Benchmark,0.06725180836614691,0.09775836603737369,0.43016071228185443,0.58080249223077,-0.239852500170743,0.28038818990117925
